investor,year,weighted_score
"Matterhorn Capital Management, LLC",2013,14.509300180803674
CYPRESS ASSET MANAGEMENT INC/TX,2015,14.509192540497558
MACNEALY HOOVER INVESTMENT MANAGEMENT INC,2015,14.5081125261977
AMI ASSET MANAGEMENT CORP,2015,14.506464016747797
ZWEIG ADVISERS LLC,2015,14.504687205433843
"THOMASPARTNERS, INC.",2017,14.499758032776525
NORTHSTAR ASSET MANAGEMENT LLC,2015,14.494551761363565
"DIVIDEND ASSET CAPITAL, LLC",2015,14.489934218140757
CITIZENS & NORTHERN CORP,2015,14.487395508261178
DAVIDE LEONE & PARTNERS INVESTMENT Co LLP,2013,14.485804522310069
Hilltop Park Associates LLC,2013,14.48300257353875
CANNELL PETER B & CO INC,2013,14.480386983020107
SADOFF INVESTMENT MANAGEMENT LLC,2017,14.478698315207856
PARUS FINANCE (UK) Ltd,2015,14.477081495945281
AKO CAPITAL LLP,2017,14.476131876219434
MITCHELL CAPITAL MANAGEMENT CO,2015,14.47529805621186
MONARCH CAPITAL MANAGEMENT INC/,2015,14.474719055464547
PARAGON ASSOCIATES & PARAGON ASSOCIATES II JOINT VENTURE,2015,14.474283345452902
PALLADIUM PARTNERS LLC,2017,14.471978500192161
Barton Investment Management,2015,14.470115491442586
NORDEA INVESTMENT MANAGEMENT AB,2015,14.465867171902431
Hemenway Trust Co LLC,2013,14.463945480535484
HIGH POINTE CAPITAL MANAGEMENT LLC,2017,14.461617399330008
NF Trinity Capital (Hong Kong) Ltd,2017,14.454849895068289
Natixis Asset Management,2017,14.454268274270303
Main Street Research LLC,2015,14.45414808439287
"Smithwood Advisers, L.P.",2015,14.453061325724086
"AJO, LP",2015,14.447790785358032
ADELL HARRIMAN & CARPENTER INC,2017,14.445777904691704
"SCHOLTZ & COMPANY, LLC",2017,14.445332374482389
MARQUE MILLENNIUM CAPITAL MANAGEMENT LCC,2013,14.444422321601378
"Douglas C. Lane & Associates, Inc.",2015,14.443403823177652
HOWE & RUSLING INC,2013,14.443099627285775
TD Securities (USA) LLC,2013,14.442782989449933
SFE Investment Counsel,2013,14.440828461678008
DELTA PARTNERS LLC,2013,14.440109882781318
BILL & MELINDA GATES FOUNDATION TRUST,2013,14.437870772952342
"Chieftain Capital Management, Inc.",2015,14.434340923780383
BANTA ASSET MANAGEMENT LP,2015,14.430583541072838
"Arrowpoint Asset Management, LLC",2013,14.428208802697545
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP",2017,14.423683081168297
Notis-McConarty Edward,2015,14.415500632501097
Willis Investment Counsel,2017,14.413551420933697
BP PLC,2015,14.412334424383152
CARDEROCK CAPITAL MANAGEMENT INC,2013,14.408168291063294
Pensionfund Sabic,2015,14.407348348157424
PERRY CORP,2013,14.404047877821625
"Northern Cross, LLC",2017,14.400189620687328
JS Capital Management LLC,2017,14.397971871746952
CAPITAL MANAGEMENT CORP /VA,2013,14.397414698571751
TEACHER RETIREMENT SYSTEM OF TEXAS,2015,14.3902626092333
PHILADELPHIA TRUST CO,2013,14.387097793176402
BERKSHIRE ASSET MANAGEMENT LLC/PA,2015,14.38343779668231
RIVER & MERCANTILE ASSET MANAGEMENT LLP,2017,14.382805638952206
"Stillwater Investment Management, L.P.",2017,14.378463477026564
"Mitsubishi UFJ Asset Management Co., Ltd.",2013,14.37539867384561
"HHG & Company, LLC",2015,14.369716196544504
ORLEANS CAPITAL MANAGEMENT CORP/LA,2015,14.36940260200348
NATIXIS,2013,14.368078471111652
Meiji Yasuda Asset Management Co Ltd.,2013,14.365715051557288
THOMPSON RUBINSTEIN INVESTMENT MANAGEMENT INC /OR/,2015,14.365681561828573
ORRSTOWN FINANCIAL SERVICES INC,2013,14.359787623450154
"Ziegler Capital Management, LLC",2013,14.348852271435248
"LAKEWOOD CAPITAL MANAGEMENT, LP",2017,14.344103891672205
LUCAS CAPITAL MANAGEMENT,2017,14.342573815896081
LEGAL & GENERAL GROUP PLC,2013,14.339445434560625
NORTH AMERICAN MANAGEMENT CORP,2013,14.336920374976188
WADE G W & INC,2017,14.336743492184553
ZEVIN ASSET MANAGEMENT LLC,2013,14.332755546512098
"Ensemble Capital Management, LLC",2017,14.325996153717327
KANALY TRUST CO,2015,14.320178896481245
"Ashfield Capital Partners, LLC",2013,14.318656446103478
Kentucky Retirement Systems Insurance Trust Fund,2015,14.317347245908067
Turtle Creek Asset Management Inc.,2017,14.316780233227842
LONE PINE CAPITAL LLC,2017,14.311771537829525
ASSET ADVISORS CORP,2015,14.311675953458243
"Zuckerman Investment Group, LLC",2017,14.31164468259182
Burgundy Asset Management Ltd.,2015,14.31138250187703
PATTEN & PATTEN INC/TN,2013,14.309061408852925
CenturyLink Investment Management Co,2017,14.307338795789308
"MISSOURI VALLEY PARTNERS, INC.",2013,14.30709263357517
"Sumitomo Mitsui Trust Holdings, Inc.",2013,14.305444288870111
"Foyston, Gordon, & Payne Inc",2013,14.303640882276936
"Sandia Holdings, LLC",2017,14.300817953648268
"Ancient Art, L.P.",2013,14.291900719554846
SUMITOMO LIFE INSURANCE CO,2015,14.290421058131864
"Palisade Asset Management, LLC",2013,14.273026611951277
BlackRock Japan Co. Ltd,2013,14.272451695711512
Cambrian Capital Limited Partnership,2013,14.272227273799814
Northeast Financial Consultants Inc,2017,14.271873597074837
"Skylands Capital, LLC",2015,14.2664122303087
"Lafayette Investments, Inc.",2017,14.265783592856033
TRILOGY GLOBAL ADVISORS LP,2015,14.264085017582145
"Cubic Asset Management, LLC",2017,14.264032817196565
SALEM INVESTMENT COUNSELORS INC,2013,14.263213114588682
"S.A.C. GLOBAL INVESTORS, LLP",2013,14.261670601610962
Maryland Capital Management,2017,14.260076316706852
Kemper Corp Master Retirement Trust,2017,14.243939540214717
"JAG CAPITAL MANAGEMENT, LLC",2015,14.23877635255854
ARMSTRONG SHAW ASSOCIATES INC/CT,2013,14.238545326784271
ROBERTS GLORE & CO INC /IL/,2015,14.220393765757999
CUTLER INVESTMENT COUNSEL LLC,2015,14.218407803518163
CAMBRIDGE TRUST CO,2017,14.207270661943795
COBALT CAPITAL MANAGEMENT INC,2013,14.206675217236786
MUTUAL OF OMAHA BANK WEALTH MANAGEMENT,2013,14.204769767953948
Opus Trading Fund LLC,2013,14.203368552232629
"QCM Cayman, Ltd.",2013,14.19681517508166
"Lumbard & Kellner, LLC",2017,14.188861380441825
"TCI Wealth Advisors, Inc.",2015,14.187061777628827
Kentucky Retirement Systems,2015,14.184254222926967
INVESTMENT HOUSE LLC,2017,14.1820535036243
"THOMPSON INVESTMENT MANAGEMENT, INC.",2015,14.179778786883768
"Legg Mason Investment Counsel, LLC",2013,14.176931532690196
"Nelson Roberts Investment Advisors, LLC",2015,14.174213865439485
"Bridgecreek Investment Management, LLC",2017,14.172904842361545
CHICAGO EQUITY PARTNERS LLC,2015,14.161592160863071
Poplar Forest Capital LLC,2017,14.160839359138945
TD Securities (USA) LLC,2015,14.160733526663488
WASHINGTON TRUST Co,2015,14.1600354202322
BIRINYI ASSOCIATES INC,2013,14.15879310855868
Capital Research Global Investors,2013,14.156282188861164
ARROWGRASS CAPITAL PARTNERS LLP,2013,14.145676173512266
S. R. Schill & Associates,2017,14.142621246263698
"VESTOR CAPITAL, LLC",2015,14.142315952764534
TDAM USA INC.,2017,14.120823071213724
FARMERS TRUST CO,2013,14.11903913611928
BRIDGES INVESTMENT COUNSEL INC/,2013,14.118800357006158
WEIK INVESTMENT SERVICES INC,2017,14.112344327540534
Park Avenue Institutional Advisers LLC,2015,14.112007906785422
KNOTT DAVID M,2013,14.111577644866394
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,2017,14.110073372565658
WELCH & FORBES LLC,2013,14.107093815173874
NWI MANAGEMENT LP,2015,14.099388501572982
WS MANAGEMENT LLLP,2015,14.098027169473864
SYNOVUS FINANCIAL CORP,2015,14.095651887115011
Korea Investment CORP,2017,14.092272979029294
"Alethea Capital Management, LLC",2015,14.091949861888903
"GaveKal Capital, LLC",2015,14.08964569229325
Chautauqua Capital Management,2013,14.085336070246349
MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH,2015,14.085222584844534
SCHMIDT P J INVESTMENT MANAGEMENT INC,2015,14.082109410767261
Daiwa SB Investments Ltd.,2015,14.075884829335038
PARSONS CAPITAL MANAGEMENT INC/RI,2015,14.073422745316662
"Crawford Lake Capital Management, LLC",2017,14.072847363445867
"Jasper Ridge Partners, L.P.",2017,14.0606148181723
CONNORS INVESTOR SERVICES INC,2015,14.060148802779224
TAYLOR ASSET MANAGEMENT INC,2017,14.057525995622228
EXXONMOBIL INVESTMENT MANAGEMENT INC /TX,2015,14.056924262710147
"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC",2013,14.055731216299659
ENDEAVOUR CAPITAL ADVISORS INC,2015,14.054261827392896
Ally Financial Inc.,2015,14.053673703044323
"Essex Financial Services, Inc.",2017,14.053421711454055
CHILTON INVESTMENT CO LLC,2017,14.053103734071058
HARDESTY CAPITAL MANAGEMENT CORP,2013,14.049545553358822
"Schooner Investment Group, LLC.",2015,14.047141267941509
Chesley Taft & Associates LLC,2017,14.044126829095502
Amiya Capital LLP,2013,14.03451357835348
BECK MACK & OLIVER LLC,2015,14.033444398017604
"ValueAct Holdings, L.P.",2017,14.031280894108377
Peloton Wealth Strategists,2017,14.025355709428803
"Puplava Financial Services, Inc.",2013,14.02018788824
"Scott & Selber, Inc.",2013,14.019271110667324
GIRARD PARTNERS LTD.,2017,14.00286557187512
NORTHSTAR ASSET MANAGEMENT LLC,2013,13.98527031965554
"Country Club Trust Company, n.a.",2015,13.981063473974128
"Laidlaw Group, LLC",2013,13.977963278358187
ClariVest Asset Management LLC,2013,13.970592526487549
BURNHAM ASSET MANAGEMENT CORP /NY/,2015,13.966935711621346
Oceanic Investment Management LTD,2013,13.964675358399363
"CORDA Investment Management, LLC.",2015,13.963577548544492
MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID,2013,13.958606474141549
"Cohen Klingenstein, LLC",2017,13.957919264115516
Empire Life Investments Inc.,2017,13.955830620186083
Calamos Advisors LLC,2013,13.946414238555493
Covington Capital Management,2013,13.94601040959119
MONETTA FINANCIAL SERVICES INC,2013,13.936273108550981
"Greenbrier Partners Capital Management, LLC",2017,13.929596644709036
"Sterneck Capital Management, LLC",2017,13.926450469247259
Duquesne Family Office LLC,2017,13.924461139816298
Black River Asset Management LLC,2015,13.916802413283966
ZWJ INVESTMENT COUNSEL INC,2013,13.91592768546991
"SOUTHPORT MANAGEMENT, L.L.C.",2013,13.910068558325793
VAN DEN BERG MANAGEMENT INC/TX,2013,13.902597916655267
Indiana Trust & Investment Management CO,2013,13.90218344994333
"American Trust Investment Advisors, LLC",2017,13.901115879023024
MEYER HANDELMAN CO,2015,13.887740120555717
ARGENT CAPITAL MANAGEMENT LLC,2013,13.88722981721246
Michael & Susan Dell Foundation,2017,13.884536852697414
Goodman Financial CORP,2013,13.875620553181745
SHIKIAR ASSET MANAGEMENT INC,2015,13.875407637433225
ASSOCIATED BANC-CORP,2013,13.871821471669431
FIRST FOUNDATION ADVISORS,2015,13.871290108634593
FIRST QUADRANT L P/CA,2013,13.854953339225373
GROESBECK INVESTMENT MANAGEMENT CORP /NJ/,2013,13.85257069418653
GMT CAPITAL CORP,2015,13.850739192270844
Rathbone Brothers plc,2017,13.847139650330671
WELCH CAPITAL PARTNERS LLC/NY,2013,13.83114996393793
MASSACHUSETTS MUTUAL LIFE INSURANCE CO,2013,13.826942258641019
FCM INVESTMENTS/TX,2017,13.825913648052197
Breithorn Capital Management,2017,13.821244406572578
DSM CAPITAL PARTNERS LLC,2015,13.81650146173766
"GRIMES & COMPANY, INC.",2013,13.81433261810642
TEACHER RETIREMENT SYSTEM OF TEXAS,2013,13.812862544263034
"LEVIN CAPITAL STRATEGIES, L.P.",2015,13.812410678869558
"Lakeview Capital Partners, LLC",2017,13.808607273812681
ALLEN OPERATIONS LLC,2013,13.807583494819003
Baskin Financial Services Inc.,2015,13.803390730725532
USA Financial Portformulas Corp,2015,13.798049573263647
Reilly Herbert Faulkner III,2017,13.794485770329635
SHELTON CAPITAL MANAGEMENT,2015,13.794038371735287
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,2017,13.785222452938083
HUTCHENS INVESTMENT MANAGEMENT INC,2015,13.776099278757194
NBT BANK N A /NY,2013,13.774719564870516
"RMF GP, LLC",2013,13.772344862905072
EVERENCE CAPITAL MANAGEMENT INC,2017,13.763957702116652
"FAIRFIELD, BUSH & CO.",2015,13.76220676225572
"Cohen Klingenstein, LLC",2015,13.758035556059838
"Fore Research & Management, LP",2017,13.75537259486353
MITCHELL MCLEOD PUGH & WILLIAMS INC,2017,13.755092770293823
Kemnay Advisory Services Inc.,2015,13.75385117501324
GATEWAY INVESTMENT ADVISERS LLC,2015,13.744384272791748
HUDSON CANYON INVESTMENT COUNSELORS LLC,2013,13.741746565440376
FACTORY MUTUAL INSURANCE CO,2015,13.739245240014474
BOSTON PRIVATE BANK & TRUST CO,2013,13.733888160176898
BAUPOST GROUP LLC/MA,2015,13.733885858251432
Force Capital Management LLC,2017,13.73363242573591
Selway Asset Management,2017,13.729158787868524
"JACOBSON & SCHMITT ADVISORS, LLC",2015,13.718653032160397
WESTPORT RESOURCES MANAGEMENT INC,2015,13.717704682404877
"MOODY LYNN & LIEBERSON, INC.",2013,13.713786278689758
WELCH CAPITAL PARTNERS LLC/NY,2015,13.71153092495392
BRITISH COLUMBIA INVESTMENT MANAGEMENT CORP,2015,13.708192336159566
"Sunbelt Securities, Inc.",2017,13.702555692208406
SADOFF INVESTMENT MANAGEMENT LLC,2015,13.701326672619953
PZENA INVESTMENT MANAGEMENT LLC,2015,13.694896258820355
"CSat Investment Advisory, L.P.",2013,13.689358803714251
"Mengis Capital Management, Inc.",2015,13.688796354320294
DELTA PARTNERS LLC,2015,13.688423191060803
"CWM, LLC",2015,13.686124508026978
ARVEST TRUST CO N A,2013,13.684864496692834
Serengeti Asset Management LP,2015,13.679416889511533
FARMERS TRUST CO,2017,13.676767746596587
HARTFORD INVESTMENT MANAGEMENT CO,2015,13.675680545580569
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,2013,13.672691098974433
FORTALEZA ASSET MANAGEMENT INC/,2013,13.670755502067397
"Laurel Grove Capital, LLC",2017,13.667669229465188
"Ohio National Investments, Inc.",2013,13.666770416814085
RAY GERALD L & ASSOCIATES LTD,2013,13.665951078305886
SEMPER AUGUSTUS INVESTMENTS GROUP LLC,2017,13.661399993096499
HONEYWELL INTERNATIONAL INC,2015,13.657727323632143
DAVIS R M INC,2013,13.657060755014975
"River Road Asset Management, LLC",2015,13.65432180395414
QCI ASSET MANAGEMENT INC/NY,2015,13.65380535639624
FIRST CITIZENS BANK & TRUST CO,2015,13.652427144799875
"DLS Capital Management, LLC",2013,13.642818231045506
M&R CAPITAL MANAGEMENT INC,2017,13.641578287602353
RAMSEY ASSET MANAGEMENT,2013,13.640870152740234
CITY HOLDING CO,2015,13.635089906698974
D L CARLSON INVESTMENT GROUP INC,2015,13.634488656443905
EVERENCE CAPITAL MANAGEMENT INC,2015,13.633769399309745
Artal Group S.A.,2015,13.632238581263753
FINANCIAL PARTNERS CAPITAL MANAGEMENT LLC,2017,13.631176847531535
WESTPORT ADVISERS LLC,2015,13.630288285535627
"HIGHLAND CAPITAL MANAGEMENT, LLC",2015,13.62642641457431
PAYDEN & RYGEL,2015,13.626029577207914
CYPRESS CAPITAL MANAGEMENT LLC,2015,13.622017567075233
CAPE ANN SAVINGS BANK,2013,13.617231340833897
BEACH INVESTMENT COUNSEL INC/PA,2013,13.616820108479182
"Stellar Capital Management, LLC",2017,13.616536004898933
DE BURLO GROUP INC,2017,13.614655912018048
PZENA INVESTMENT MANAGEMENT LLC,2017,13.60636527092874
Somerset Trust Co,2015,13.60396751986523
DE BURLO GROUP INC,2015,13.603050987464366
MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH,2017,13.600795760658404
"HOURGLASS CAPITAL, LLC",2017,13.594926367508906
"Van Cleef Asset Management,Inc",2015,13.591114429253928
"Aviance Capital Partners, LLC",2013,13.587287975583168
IBM Retirement Fund,2017,13.584715011028825
Gulf International Bank (UK) Ltd,2015,13.576165322610452
Regent Investment Management LLC,2013,13.57597662597051
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,2013,13.57336682825547
"RK Asset Management, LLC",2015,13.572403900110379
"Rothschild Capital Partners, LLC",2015,13.572062065839196
"Van Cleef Asset Management,Inc",2017,13.560286835518607
FineMark National Bank & Trust,2013,13.558282429252952
MORGENS WATERFALL VINTIADIS & CO INC,2015,13.5575060128565
White Pine Investment CO,2017,13.55664107676515
"CSat Investment Advisory, L.P.",2015,13.556544836393615
"Endurance Wealth Management, Inc.",2013,13.555260851072452
Capital International Investors,2013,13.553449450593929
FLOOD GAMBLE ASSOCIATES INC,2015,13.553426449920899
Meritage Group LP,2015,13.550723234684195
"MU Investments Co., Ltd.",2013,13.549896737889064
HONEYWELL INTERNATIONAL INC,2013,13.5497173209992
"Anchor Bolt Capital, LP",2013,13.549406074308393
Lonestar Capital Management LLC,2015,13.547107355845013
"Exchange Capital Management, Inc.",2017,13.544975999440478
"Vantage Investment Advisors, LLC",2017,13.544426598770404
Somerset Trust Co,2017,13.543641192129913
"AJO, LP",2013,13.541330477906042
NJ State Employees Deferred Compensation Plan,2017,13.54065685134639
Southpoint Capital Advisors LP,2015,13.5353448656801
Kentucky Retirement Systems Insurance Trust Fund,2017,13.53390664945744
Meiji Yasuda Asset Management Co Ltd.,2015,13.532676590533486
"Skylands Capital, LLC",2017,13.526584649775192
"Carnegie Capital Asset Management, LLC",2015,13.526476438157093
LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE,2013,13.526335132721712
"King Wealth Management Group, LLC",2013,13.526110678989294
"PineBridge Investments, L.P.",2015,13.525296790357109
STEADFAST CAPITAL MANAGEMENT LP,2017,13.521175942118312
MARATHON ASSET MANAGEMENT LLP,2017,13.517832894252052
"Parsec Financial Management, Inc.",2015,13.516436363360953
"Manikay Partners, LLC",2015,13.516084939202793
MERIDIAN INVESTMENT COUNSEL INC.,2015,13.510475973926948
"LOCUST WOOD CAPITAL ADVISERS, LLC",2017,13.503849379121382
"Burns Wealth Management, Inc.",2013,13.502069616017813
"Reservoir Operations, L.P.",2015,13.497951071079015
ATLANTIC INVESTMENT MANAGEMENT INC,2013,13.49490089666585
DUNCKER STREETT & CO INC,2013,13.491784934067027
EDMOND DE ROTHSCHILD ASSET MANAGEMENT (FRANCE),2015,13.48925419065997
Sterling Global Strategies LLC,2017,13.4879778786714
FRIESS ASSOCIATES LLC,2013,13.487730950381163
"Aureus Asset Management, LLC",2015,13.486902784837106
CANTILLON CAPITAL MANAGEMENT LLC,2013,13.484773328625415
FARMERS TRUST CO,2015,13.48461223675407
BAROMETER CAPITAL MANAGEMENT INC.,2017,13.48360722512379
Temasek Holdings (Private) Ltd,2015,13.481470537747427
HUTCHENS INVESTMENT MANAGEMENT INC,2017,13.478584987343307
"Paradigm Financial Advisors, LLC",2017,13.478219335012362
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,2017,13.4770538098126
ORBIMED ADVISORS LLC,2015,13.471382338286784
"Bluefin Trading, LLC",2015,13.469101028069888
CROFT-LEOMINSTER INC,2015,13.467997741554239
"KARPAS STRATEGIES, LLC",2017,13.465116960860623
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,2013,13.460796029436384
"Perigon Wealth Management, LLC",2017,13.45645391156706
ORLEANS CAPITAL MANAGEMENT CORP/LA,2017,13.451423744473711
FORTALEZA ASSET MANAGEMENT INC/,2015,13.451329648966393
Trust Investment Advisors,2017,13.449954676341005
Triangle Securities Wealth Management,2013,13.447376197414787
"Telos Capital Management, Inc.",2013,13.444647641001117
"Amici Capital, LLC",2013,13.444508040498647
STEADFAST CAPITAL MANAGEMENT LP,2013,13.421097528133478
ADIRONDACK TRUST CO,2015,13.42103970330511
BRAVE ASSET MANAGEMENT INC,2017,13.415257804412787
Marlowe Partners LP,2015,13.412531657294897
GRAYBILL BARTZ & ASSOC LTD,2013,13.406760675830897
WASHINGTON STATE INVESTMENT BOARD,2015,13.406431933139856
FORTALEZA ASSET MANAGEMENT INC/,2017,13.40606206497875
Gary Goldberg Planning Services Inc,2013,13.405286342733932
VIRGINIA RETIREMENT SYSTEMS ET AL,2013,13.40425178548451
Graticule Asia Macro Advisors LLC,2015,13.403792245270306
"American National Registered Investment Advisor, Inc.",2013,13.401799520365945
"Columbus Hill Capital Management, L.P.",2015,13.39623600773088
CINQUE PARTNERS LLC,2015,13.391780572405864
Boltwood Capital Management,2017,13.386190034878036
Poplar Forest Capital LLC,2015,13.38579920604019
STEADFAST ADVISORS LP,2013,13.38485547883425
"Rock Point Advisors, LLC",2017,13.383781419084816
"Jasper Ridge Partners, L.P.",2015,13.379870448771783
SIRIOS CAPITAL MANAGEMENT L P,2013,13.379273205952304
March Altus Capital Management LP,2015,13.376467556644798
PANAGORA ASSET MANAGEMENT INC,2013,13.375175999560819
MITCHELL GROUP INC,2017,13.374928295539924
"Nebula Capital Management, LP",2013,13.374462837490588
